model_a,model_b,metric,applicable_subset,observed_a_minus_b,ci_low,ci_high,p_value,significant_95,p_value_holm,significant_holm_05
openrouter_gpt5_4_none,qwen3_vl_32b,relation_edge_consistency,relation_samples_only,0.08286465764227531,0.04355621495955077,0.12458146762937208,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_32b,visual_structural_similarity,all_samples,0.09872686102084452,0.08457243584524583,0.11315184632113705,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_32b,preservation_accuracy,all_samples,0.3875350867284884,0.34620832520372247,0.42958012690922914,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,overall_score,all_samples,0.23053928572501176,0.20624135125736567,0.2551685914787845,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,code_executability,all_samples,0.62751677852349,0.5640118554654263,0.6883603750280709,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,low_level_edit_accuracy,all_samples,0.20853002219337052,0.181918434588641,0.23566827738036428,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,high_level_score,all_samples,0.24617208410685146,0.22255982475557323,0.270280166594542,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,relation_conditioned_fidelity,relation_samples_only,0.1525099294401785,0.11199605940023062,0.19345438236941268,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,relation_scope_accuracy,relation_samples_only,0.17666930862496943,0.1299859596720523,0.22246432587792095,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,relation_edge_consistency,relation_samples_only,0.11627086066299208,0.07740337987964353,0.15740313883740595,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,visual_structural_similarity,all_samples,0.12487417631354646,0.11025669442598385,0.14006259751221026,0.00019998000199980003,True,0.004199580041995801,True
openrouter_gpt5_4_none,qwen3_vl_8b,preservation_accuracy,all_samples,0.5464229938287077,0.505449864559434,0.5859191090107814,0.00019998000199980003,True,0.004199580041995801,True
qwen3_5_122b_a10b,qwen3_vl_32b,overall_score,all_samples,0.030902475330156585,0.01110624261147801,0.05118771794939794,0.0023997600239976003,True,0.009599040095990401,True
qwen3_5_122b_a10b,qwen3_vl_32b,code_executability,all_samples,0.040268456375838924,-0.03459146699745381,0.11498257839721254,0.3177682231776822,False,0.3177682231776822,False
qwen3_5_122b_a10b,qwen3_vl_32b,low_level_edit_accuracy,all_samples,0.027035058777702653,0.006291476915239799,0.048096167166464816,0.009999000099990002,True,0.038396160383961604,True
qwen3_5_122b_a10b,qwen3_vl_32b,high_level_score,all_samples,0.033473372128799715,0.013304932974589286,0.05425366293403518,0.0011998800119988001,True,0.0047995200479952005,True
qwen3_5_122b_a10b,qwen3_vl_32b,relation_conditioned_fidelity,relation_samples_only,0.01772004384934768,-0.014039649087150483,0.048696822450261246,0.26317368263173685,False,1.0,False
qwen3_5_122b_a10b,qwen3_vl_32b,relation_scope_accuracy,relation_samples_only,0.01622752001359602,-0.020159597411112257,0.0516726014215508,0.3725627437256274,False,1.0,False
qwen3_5_122b_a10b,qwen3_vl_32b,relation_edge_consistency,relation_samples_only,0.019958829602975174,-0.009357980430970863,0.049269792572353525,0.1755824417558244,False,0.8927107289271073,False
qwen3_5_122b_a10b,qwen3_vl_32b,visual_structural_similarity,all_samples,0.016937515105978757,0.006973502337078184,0.02712001241564523,0.0011998800119988001,True,0.0047995200479952005,True
qwen3_5_122b_a10b,qwen3_vl_32b,preservation_accuracy,all_samples,0.06665575635809987,0.013288303893165838,0.11942403627458913,0.013398660133986601,True,0.040195980401959805,True
qwen3_5_122b_a10b,qwen3_vl_8b,overall_score,all_samples,0.08788701507757314,0.0674795359843129,0.10899130398418108,0.00019998000199980003,True,0.004199580041995801,True
qwen3_5_122b_a10b,qwen3_vl_8b,code_executability,all_samples,0.2651006711409396,0.19047619047619047,0.3388171555341843,0.00019998000199980003,True,0.004199580041995801,True
qwen3_5_122b_a10b,qwen3_vl_8b,low_level_edit_accuracy,all_samples,0.08116402561930634,0.060381468134173284,0.10235605501932575,0.00019998000199980003,True,0.004199580041995801,True
qwen3_5_122b_a10b,qwen3_vl_8b,high_level_score,all_samples,0.09245169796975325,0.0717012774243838,0.11380140466646234,0.00019998000199980003,True,0.004199580041995801,True
qwen3_5_122b_a10b,qwen3_vl_8b,relation_conditioned_fidelity,relation_samples_only,0.049155281912724696,0.012668002126888544,0.0883688352995101,0.007599240075992401,True,0.071992800719928,False
qwen3_5_122b_a10b,qwen3_vl_8b,relation_scope_accuracy,relation_samples_only,0.04634878143874656,0.003016825468510169,0.09209260148896073,0.0347965203479652,True,0.2783721627837216,False
qwen3_5_122b_a10b,qwen3_vl_8b,relation_edge_consistency,relation_samples_only,0.05336503262369194,0.02375885584607027,0.08680430197289864,0.000999900009999,True,0.014998500149985002,True
qwen3_5_122b_a10b,qwen3_vl_8b,visual_structural_similarity,all_samples,0.043084830398680725,0.03362917197726944,0.05317634837499112,0.00019998000199980003,True,0.004199580041995801,True
qwen3_5_122b_a10b,qwen3_vl_8b,preservation_accuracy,all_samples,0.22554366345831914,0.17452411345193675,0.2762776141473226,0.00019998000199980003,True,0.004199580041995801,True
qwen3_vl_32b,qwen3_vl_8b,overall_score,all_samples,0.056984539747416546,0.0401044454693667,0.07469685079573232,0.00019998000199980003,True,0.004199580041995801,True
qwen3_vl_32b,qwen3_vl_8b,code_executability,all_samples,0.22483221476510068,0.14950166112956811,0.30000825082508237,0.00019998000199980003,True,0.004199580041995801,True
qwen3_vl_32b,qwen3_vl_8b,low_level_edit_accuracy,all_samples,0.05412896684160368,0.03599989386907474,0.07291997326887674,0.00019998000199980003,True,0.004199580041995801,True
qwen3_vl_32b,qwen3_vl_8b,high_level_score,all_samples,0.05897832584095353,0.04176024865362853,0.07688974055817163,0.00019998000199980003,True,0.004199580041995801,True
qwen3_vl_32b,qwen3_vl_8b,relation_conditioned_fidelity,relation_samples_only,0.03143523806337702,0.004006744785450496,0.06068986847966929,0.025797420257974202,True,0.20637936206379362,False
qwen3_vl_32b,qwen3_vl_8b,relation_scope_accuracy,relation_samples_only,0.030121261425150533,-0.001574181052570232,0.06509233836035677,0.06059394060593941,False,0.42415758424157585,False
qwen3_vl_32b,qwen3_vl_8b,relation_edge_consistency,relation_samples_only,0.03340620302071676,0.005592833663022424,0.06145617883914155,0.0197980201979802,True,0.197980201979802,False
qwen3_vl_32b,qwen3_vl_8b,visual_structural_similarity,all_samples,0.02614731529270197,0.01906161388927631,0.03360849508379245,0.00019998000199980003,True,0.004199580041995801,True
qwen3_vl_32b,qwen3_vl_8b,preservation_accuracy,all_samples,0.1588879071002193,0.10620896927763408,0.21120598973808502,0.00019998000199980003,True,0.004199580041995801,True
